OriginLine,Prompt,Response
561,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 84% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your Microsoft account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: Microsoft Account Verification Enter your Microsoft account email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Microsoft account. Sincerely, The Microsoft Security Team",PLACEHOLDER
564,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your Microsoft account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: Microsoft Account Verification Enter your Microsoft account email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Microsoft account. Sincerely, The Microsoft Security Team",PLACEHOLDER
567,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit [Instagram Login Page] Enter your username and password Click ""Log In"" If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
570,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 98,95% GPT; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit [Instagram Login Page] Enter your username and password Click ""Log In"" If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
573,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 46% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit [Instagram Login Page] Enter your username and password Click ""Log In"" If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
576,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit [Instagram Login Page] Enter your username and password Click ""Log In"" If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
579,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit Instagram Login Page Enter your username and password Click Log In If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
582,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 99,63% GPT; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit Instagram Login Page Enter your username and password Click Log In If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
585,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 47% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit Instagram Login Page Enter your username and password Click Log In If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
588,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your Instagram account. To safeguard your account and our community, we have temporarily disabled it. To reactivate your account, please follow these steps: Visit Instagram Login Page Enter your username and password Click Log In If you encounter any difficulties logging in, you may need to verify your identity by providing additional information about your account. We apologize for any inconvenience this may cause. The Instagram Team",PLACEHOLDER
591,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Hey Jon Doe, We're excited to announce that you've unlocked Tinder Passport! This means you can swipe and match with people anywhere in the world. To get started, simply open Tinder and tap on the Passport icon. From there, you can choose a specific location or swipe through a map to find new people to connect with. Please note: We've noticed some unauthorized activity on your account. To verify your identity and secure your account, please click here to update your password. The Tinder Team",PLACEHOLDER
594,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 99,86% GPT; The Mail: Hey Jon Doe, We're excited to announce that you've unlocked Tinder Passport! This means you can swipe and match with people anywhere in the world. To get started, simply open Tinder and tap on the Passport icon. From there, you can choose a specific location or swipe through a map to find new people to connect with. Please note: We've noticed some unauthorized activity on your account. To verify your identity and secure your account, please click here to update your password. The Tinder Team",PLACEHOLDER
597,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 53% Machine; The Mail: Hey Jon Doe, We're excited to announce that you've unlocked Tinder Passport! This means you can swipe and match with people anywhere in the world. To get started, simply open Tinder and tap on the Passport icon. From there, you can choose a specific location or swipe through a map to find new people to connect with. Please note: We've noticed some unauthorized activity on your account. To verify your identity and secure your account, please click here to update your password. The Tinder Team",PLACEHOLDER
600,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Hey Jon Doe, We're excited to announce that you've unlocked Tinder Passport! This means you can swipe and match with people anywhere in the world. To get started, simply open Tinder and tap on the Passport icon. From there, you can choose a specific location or swipe through a map to find new people to connect with. Please note: We've noticed some unauthorized activity on your account. To verify your identity and secure your account, please click here to update your password. The Tinder Team",PLACEHOLDER
